"PreCG-L","PreCG-R","SFGdor-L","SFGdor-R","ORBsup-L","ORBsup-R","MFG-L","MFG-R","ORBmid-L","ORBmid-R","IFGoperc-L","IFGoperc-R","IFGtriang-L","IFGtriang-R","ORBinf-L","ORBinf-R","ROL-L","ROL-R","SMA-L","SMA-R","OLF-L","OLF-R","SFGmed-L","SFGmed-R","ORBmed-L","ORBmed-R","REC-L","REC-R","INS-L","INS-R","ACG-L","ACG-R","MCG-L","MCG-R","PCG-L","PCG-R","HIP-L","HIP-R","PHG-L","PHG-R","AMYG-L","AMYG-R","CAL-L","CAL-R","CUN-L","CUN-R","LING-L","LING-R","SOG-L","SOG-R","MOG-L","MOG-R","IOG-L","IOG-R","FFG-L","FFG-R","PoCG-L","PoCG-R","SPG-L","SPG-R","IPL-L","IPL-R","SMG-L","SMG-R","ANG-L","ANG-R","PCUN-L","PCUN-R","PCL-L","PCL-R","CAU-L","CAU-R","PUT-L","PUT-R","PAL-L","PAL-R","THA-L","THA-R","HES-L","HES-R","STG-L","STG-R","TPOsup-L","TPOsup-R","MTG-L","MTG-R","TPOmid-L","TPOmid-R","ITG-L","ITG-R"
-0.0696629862081157,0.377629427149315,1.23150189994876,1.55353722287711,-0.55334629853196,-0.487337801568787,0.245102000812905,0.630737178566394,0.19900134891297,0.094732039046935,-1.50723778058234,0.212866456679407,-0.794191499672719,-0.601996847434778,-2.08149489862494,-1.34129866226501,0.51747992279008,-1.09724938072363,0.884867892737827,1.18599249140737,4.3959555613165,2.24427316562271,-0.392056944030482,-0.06211523106727,-1.31657974661943,-2.12460521486918,-1.43347441007671,-0.991678890894135,0.274741030478769,-0.376582870589384,0.800607380476901,0.416412830650913,1.77594444089411,1.69374147684382,0.858954006526127,-1.03576873999375,0.726353338863669,1.92481258842079,0.636117341877004,-0.858079371680098,1.03507484857761,1.51147623207879,0.911777698560325,0.08504218839618,-0.734161412737287,0.495556383642701,-0.217526228899061,0.661668258620301,-1.15221452012427,-0.0106762478834726,0.428973780478039,0.759551196127245,0.44516363275862,0.94890835163438,-1.12155393129049,0.0599460025741179,0.0396297214470074,-0.839754412157817,1.74848023818503,1.22031420589154,0.738167020600966,1.92866723707709,-1.43849606702455,0.496371015761454,0.957928644756091,1.07580279463923,1.10381180464618,1.36034632866698,1.60491733220859,-1.2717190621901,2.1327876738326,3.25938920807729,1.87724635336765,2.86023492499925,0.878900695041272,4.39312900386948,2.41159237131923,2.01982006950292,2.0432977016657,4.63274409187956,-1.22769053819509,-0.533911407971053,-1.62123289166873,-2.81721063076006,-0.729966228814737,0.71462327819451,-1.67986038843027,-0.803968446803128,-0.577112116279099,0.0589953854102763
0.10611441581996,0.0411260183498708,1.13132739465294,1.98634098157775,-0.897007526981871,-0.914156299357483,0.275489426046464,0.759324055431007,-1.10506251992365,-1.276469030981,-1.26809089936178,0.437704761962992,-0.877969600507477,-0.729760807391843,-2.03114950481046,-1.49848924089905,0.756486168677103,0.00442590628202859,1.85798285211852,0.667833673109634,3.20811026546159,3.10414442677388,0.433907741705944,0.907774646325896,-2.27721982371495,-2.4481192331105,-0.594371315100877,-0.708519066311628,0.296687748759555,-0.00467675145516243,0.850955781383891,0.414596275571645,2.11438347183116,1.62416218534164,-0.13516824893388,0.614283102880169,0.511376383206677,1.15939433927026,0.149550441643644,-0.208927896926816,0.968167938898197,0.217863560587769,1.52168582844312,0.369656359053759,0.0599153100803504,1.24968602732877,0.411814057041807,0.968061557507544,-0.517036228227432,0.117602106859005,0.740965909234363,1.10195345997731,0.915529892405577,0.821708374357581,-0.228372616511195,-0.490158995513539,0.0650279704313594,-0.470976981759157,1.26739778593869,0.75329587891847,1.84303689810182,1.21289419217817,0.174636679077975,0.577586989938214,0.311026228752634,1.62438706097152,1.43794864418158,1.72452813195766,1.09532236382749,-0.263726926494649,2.40032662679343,3.47089296096509,0.514895346736833,2.08000418739223,0.149173080685566,3.38058090452917,1.81242052345904,3.03900635544873,1.99207879893726,5.6355626079528,-0.336105409134205,-0.0876207744763699,-1.62428398644385,-2.12429561279905,-0.412708743240643,0.523718426767865,-1.87816662946634,-1.36476808500671,-0.271927419280318,0.20782346322594
-0.168866106140011,-0.385763074867776,0.512066001496024,1.19328414748057,-0.535376997056007,-0.230505753651237,0.102458963252019,0.441000588083383,-0.0959688147906257,0.0829705884195057,-1.35882889342868,-0.678266631782915,-1.04559923260243,-0.57043830924288,-1.3281401291158,-0.617697748872988,1.00348438672365,0.562306904161621,1.16443332940994,0.776758410016489,1.9696430498702,3.51919439615751,0.330381629156525,-0.371810568863224,-1.10802469652425,-2.02941616914531,-0.675187690466417,-0.675789395697406,0.395767930892426,0.337901173461461,0.719857033434715,0.542806583452817,0.608668342313745,1.43901836699738,-0.191638162028311,-0.895302521208416,0.228246599834201,1.55955412937275,1.35751327076113,0.319836987196347,2.25579595734959,2.82831877998327,1.23863526693644,1.24684643401724,0.540744595825448,1.34625871826095,0.550357582900242,0.284301727647986,-0.603031211731493,0.453872006377587,0.497384188246853,0.794310870088804,0.699699121966499,-0.371136632959165,0.329467723404481,-0.138364520828618,-0.00733439706523395,-0.26081155571685,1.72647423834364,0.670238414680483,1.116546690896,1.19273691259514,-0.731110782098685,0.159590736313309,-0.072371994492174,0.0878305248170057,1.08927713616982,1.51323729689394,1.26766637864089,-0.420420210823008,2.52387477268154,2.82061919891042,0.748629529497958,1.78233598941073,2.05023102352573,3.02113498160778,1.46823597836647,1.04527060409793,2.86683682909847,4.64039266584057,-0.691820858345073,0.5443130436048,-0.138342901464332,-0.682753903553231,-0.40783947261178,0.279629028713394,-1.03464213864087,-0.561733144816116,-0.890129403930988,-0.110082030624121
-0.284425772857549,-0.190941379695315,-0.0857294336680474,0.917983365085296,0.135949037485302,-0.602465577327251,-0.556576704551866,0.692580724726975,-0.337008224032203,0.35238640971758,-0.586933249925131,-0.347195339172779,-0.978850445557699,-0.78362224020484,-0.537180628967826,-1.19509396318175,0.991368100513697,0.245062648242933,0.631905587917757,1.73565429768482,1.10203444009281,2.04713557108741,0.327026858824353,-0.226958911549696,-0.603200679966421,-0.979405360811078,-2.6539887344382,-0.834631169887492,0.222729025746698,0.277377607902428,-0.814632863687029,-0.044131833364002,0.256624471442487,0.271699261931155,-0.430821227839518,1.49682446152059,-0.582974802426533,0.0228348285455472,-0.792523869763377,-1.11249785319946,1.15700135129857,1.67570362097532,1.27016795668167,1.0348475218715,-0.0187586390538307,0.820311466789978,0.699795514207357,0.467268838029728,-0.39234059867106,1.21283754521273,-0.420681836273177,0.869242092665723,-0.842637782137473,-0.944275468054373,-0.752745756473517,0.340234642664021,0.0814486262142032,-0.385897345354388,0.748779937034938,0.334398879034119,0.288267277728966,0.248975519509037,0.15230984826589,-0.175748547508338,-0.759684068339303,-0.151950254458386,0.657023301918393,1.22766710723538,0.340257965130541,0.155856102525827,1.01705792841267,1.3906984933551,0.522461887143919,0.746306454679801,2.95381480671643,2.40260356278994,0.807591896863608,0.835674565152096,0.608844637037933,2.57300018987848,-0.249408957903635,1.09008568569527,-0.670725226194987,-0.591365478281628,-0.862953406852966,-0.182172960107081,-2.35979250083916,-1.16615715866139,-0.87757735729076,-0.327925811712526
-0.1107683785329,0.0516428990997156,-0.0896254899737841,0.517168376592621,-0.0955345294601322,-0.545085712609089,-0.132261274314536,-0.179724500436986,-0.459424361499396,0.589623426671983,-0.107882610649635,-0.800078123631662,-1.02328198852614,-0.818634759839158,-1.46516079571464,-0.850165064362458,2.02569377691476,0.677813680764705,0.212344668793887,0.879581279466775,-0.456796801151173,2.0392640114719,-0.0519681757371594,-0.34951352571343,-2.13570568891813,-2.56563236270449,-1.48673620303046,0.169680788500287,0.754382301814321,0.36116331920686,0.0672033696384714,-0.877043323083827,0.153129601448631,-0.297124494538416,-0.0883210990745763,0.0748336945111216,-1.77964937796375,-0.765211630758181,0.218397143029894,-1.87912805307461,-0.155066067522972,0.424930144061795,1.30959833814983,0.82661338926774,0.330695310999723,1.21908937829053,0.354278792874351,0.391875366762527,-0.358081893031682,0.956205469198236,-0.366085450126299,0.926314643216028,0.349569262303292,0.13087639079489,0.200840183816476,0.112797418005869,0.508633087472661,-0.0614858697104649,0.858794993782903,0.364140683754845,0.548780730329176,-0.429279185987213,0.40920202150872,0.274625113038229,-0.425841285513353,-0.471582923936459,1.14263745188899,1.12377349950147,1.34878589521664,1.76933609453275,1.05882114890197,1.99747237149399,1.10318630943475,0.90481235827086,0.91994520260837,2.49986145050294,0.0672814814500136,0.672844774571216,0.725159211494694,1.17721008943016,0.0258460873692301,0.529311216776948,-0.350493481085021,-0.513923801251085,-0.660625871437634,0.0109074269929389,-0.155221780049208,0.0201927434394811,-0.713502521607489,-0.11573939457778
0.00253918425505665,0.0545145028508395,-0.264731389725549,0.948448418472762,-0.767892054744122,-0.195278576866853,-0.0591370315709005,-0.0396159117680463,-0.649206960073408,0.369865473224936,-0.247992404241641,-0.919613069841163,-1.14946761756943,-0.885334614527787,-1.36342639696237,-0.17875490425454,0.0733031026698135,0.367067942837696,0.0921794620347092,1.042160482084,2.06047331809299,-0.782698817414122,-0.192381271668126,-0.335280822055447,-2.30327430395677,-1.97129016448992,-0.990071928999601,-0.55483451422635,0.548157511643982,0.760184104730489,-1.81547693123421,-0.516489193484118,0.97836124698623,-0.019332302118752,-2.91448697564758,1.30957988159185,-2.21958380988181,-1.25045310294299,-1.80119246258417,-1.3408302774707,-1.77409863497256,-2.68383730209363,1.61635204232779,0.67534190737235,-0.160584367719414,1.23505486463534,1.22641577464647,0.861329645462672,-0.0862457226227875,1.58130084140186,0.0186910879914383,0.811571641766455,0.210861334624222,0.803144569245955,-0.71309784679143,0.504592801620096,0.527039977562949,-0.0766011986358651,0.550301527863048,0.551713808529363,0.63421386912621,0.292425338898675,0.152091479061996,0.929046114863608,-1.52567849832955,-0.363553427518579,0.365858014007476,0.927963980634211,0.440242873956275,1.76364333876215,0.477021030138682,1.32819137497466,1.53339506522248,1.37664624274282,2.05424302428774,1.15922868113207,-1.06674093124455,0.821906712285188,1.28273718456589,1.48214756335253,-0.024067090587856,-0.125572887965451,-0.216067210492419,-0.717508568026354,-0.144025782067664,-0.0875204848591379,-0.287376423043522,-0.477065574807815,-0.0283248148413198,-0.228737857151952
0.419367704598567,0.162505984490292,-0.354445585671711,-0.0769516804223487,-0.574791057409732,-0.367285800247413,-0.0645169094030844,-0.461118738028049,-0.450956254476016,0.284483760115586,0.549650323273476,0.0983574635742513,-0.436779510059286,-0.717997316175498,-0.250016919268283,0.159980914399999,3.07198652925368,1.88789536137422,0.969668476152312,1.70915240164144,0.161130690414058,1.21587938514027,-0.427828148804351,-0.395345903364597,-0.572700903172943,-0.376561400432462,-0.419381695395783,0.539170905639518,2.57259158458395,1.54691295375821,-0.225538064705569,0.734042922709059,-0.0230506501140485,1.45231379965856,-0.38577179411733,-2.89572389178561,-0.788899316253711,-0.847730459784295,-1.06070197624682,-0.20177636632684,2.48671878987378,-0.0189098115403901,0.765207443427711,1.184622984113,1.0348042531018,1.10494155910193,0.909117732459418,-0.128630177076672,-0.212017194145386,1.36297225115321,0.196910070120507,0.559515238805899,-0.0702048495872858,-0.471236712981491,-0.0756537516030614,0.48070971747309,0.863689345435743,0.826549478402521,0.427075074763608,1.01559165644382,-0.151294300859446,-0.0489488278813174,0.17488306782064,0.4172671919962,-1.77888739606815,-0.448522616055209,0.627448753784997,0.801228735405471,1.9225798918845,0.562422531419798,1.32343492159619,1.01394446457308,2.70393370835509,1.76349012980357,2.96345916236336,2.56223509453002,0.526573478711573,1.32119281497814,1.33372839750802,0.654469845085624,1.84526919140216,0.836366197133137,1.06813777234466,-0.217838171091522,-0.245153471867095,0.193703767699511,-1.24231617519259,-0.46274056921397,-0.72450287269622,0.460390880354949
0.542027323711457,0.548817848356312,-0.237938405267589,-0.227178454356072,-0.318475087643747,-0.178620571488479,-0.0786973524700266,-0.407264825573911,-0.44513395110525,-0.664062053678778,-0.17348715609844,-0.263285683469039,-0.0904729169099702,-0.496818832560189,-0.28772806840156,-0.735165890785498,2.73163608634481,0.691737082715948,0.497419578279866,1.34694036985204,1.57494081759006,0.000271980388080406,-0.701533955453101,-0.282542661691152,-1.81809432985621,-1.50217562185869,0.36832766188867,0.438131533516594,2.1861991293259,1.63922521262682,0.0998408318414571,-0.549970814981475,0.0105055713847988,0.65933056817807,1.05316268309573,1.11060606527527,-2.19898289568142,-0.347357419792479,-0.133421016637096,1.61748535121173,4.56851077131715,-0.769340151211761,0.343316649236702,0.682696450109862,0.726048902183054,1.62931790839782,0.977212825086283,0.119915814697264,0.493520094480424,1.38104838479086,0.423635303565788,0.415884699406563,1.03557474130138,0.882368417511408,0.0911233249092749,1.11829552020336,1.50565312322132,0.588821686507255,0.0206338232176835,1.00477871549287,0.676704215982339,0.371254472364354,1.05396421980332,0.370589955925228,-1.22522282787643,-0.152191807497228,-0.419775063677455,0.752978355911639,0.665609780408751,1.81901831539076,1.01893422809515,1.20921465398324,3.55913443573565,1.58698182055234,1.85504253955245,2.90660264530299,0.336854379846716,0.205443125616725,5.43705638465088,-0.12626585925452,1.23344694143205,-0.723071825967604,1.2733595363319,-0.464095580485431,0.279692228877004,0.0774324825083578,1.24407483644457,0.276096732384467,-0.314075164066603,0.662445771587412
0.706857750954948,0.39787987929558,-1.05422454463485,-0.556331844641689,0.344021455599888,-0.262413425596423,0.00377944223606525,-0.0691019647451039,0.509320630139132,0.435076175947479,0.903624928819599,0.148530001965954,-0.102591973240967,0.0916312858024456,0.121667348876449,0.531684982567621,2.51625777066151,0.954057758029299,0.455449421097582,0.524385523047592,2.77059328418083,-0.256027410012523,-1.42807366858997,-0.316749002896389,-0.647821784329721,-0.891353174032927,-0.486300570974431,1.32566957554959,2.28014926351766,0.990854389324833,0.956090858375343,-0.601820576436282,-0.11974605518093,1.02066171164187,-0.726304379192982,-0.553910930646697,-1.33432791497437,-0.581764172724508,0.309853419848905,0.688033122818647,4.48863931581167,2.58864560138274,0.404337387568852,0.565122307127779,1.08427323146625,0.977558955491222,1.03951482996777,0.87885145152598,0.785560444998095,0.953200074902405,0.674736777113114,0.614473394435931,0.369827896838578,1.48398287225803,0.24954459093842,1.06349008580842,1.43927227945726,0.700596679188896,0.0631186335248717,0.260557398931134,0.633350421180841,0.325851389574686,2.23303212238146,0.974517057902522,-1.08799161646876,-0.533868620399412,-0.275526829984894,0.679409124037865,0.62969979840743,0.919682147789459,0.771084315065127,2.31144987722588,2.29109526393623,1.24937317942507,4.54196869826143,2.39033966634521,0.138502720780282,0.195093792429233,6.52305965734991,0.0967604251702103,1.14293230122189,-0.600597492981305,2.31060491106203,-0.282480895889674,0.333349946390223,-0.198966515971733,1.11167832683266,0.365083724222162,-0.264903717041776,1.00471465994841
1.60341468142058,1.51245569264853,-0.136607688323317,-0.54492970884831,-0.103512299915316,-0.817912470342195,0.289785197118567,0.110058944793656,0.415392604471329,-0.201152460816799,0.530319238900894,0.924420186124009,0.384801472085918,0.301263173856362,-0.25658973916581,-0.163568648392492,2.13518999121401,0.917799371714712,-0.387071553787064,1.39644018310535,2.4422321843716,-0.542239011836438,-1.28357049252754,-0.354043630972724,-0.578834646876774,-1.96347240911419,-1.16154083793708,-0.183710638841725,2.25409877871154,1.39763419110435,0.637498027782703,-0.579311824208932,0.133397687945238,0.895534086483337,-1.32075262808722,-2.41957969546522,-1.17186373009034,-0.028653502042835,1.67592885865618,0.729606251994932,6.61490966082681,1.52461332142233,0.599221138019763,0.617242317504215,1.03764329336204,1.03412453097302,1.08347971995397,0.870945707292095,0.928559062083533,1.52050472708238,0.952505851911102,1.10758442053132,0.68591448501252,0.798386137902053,0.606658029487438,1.02702255529854,1.76725734392235,0.945470173101095,0.397909474265773,1.07692105842903,0.607056765822242,0.331097018495492,1.78927110782273,0.300985931396017,-1.44864231176501,-0.625773978311597,-0.328889053382035,0.337723148323833,-0.0480611117975068,0.488636069264025,1.02233145773547,0.859580841337507,2.23604253449545,1.37765455393413,0.376880918081266,3.50354172717089,-0.0604467219114271,-0.340983513604545,3.4924814097574,1.41046679002711,1.48558945912352,-0.464452562335449,1.353953906611,-0.643958716782019,0.434037711918197,0.149505494048143,-0.963366338816044,-0.38950744124882,-0.242778355025007,0.441924248280923
